teks,akurasi,kualitas,pelayanan,pengemasan,harga,pengiriman,s_akurasi,s_kualitas,s_pelayanan,s_pengemasan,s_harga,s_pengiriman
"Ini kayak saya beli indomi,dibungkusnya ada gambar telurnya tapi isinya gk ada telurnya. Di gambar ada tripodnya, isinya ternyata tidak ada. Ongkir juga mahal sekali, 50% harga barang. Btw tongsis ok sih, semoga lacar jaya",1,1,0,0,1,1,negatif,negatif,-,-,negatif,negatif
"Minta brown atau black brown dikasi hitam jd ga kepake,kualitas jg beda sm yg lbh mahal tp lmyan klo wrna sesuai sih bs dipake..",1,1,0,0,0,0,negatif,negatif,-,-,-,-
Beli satu gratis satu...pas flash sale... lumayan ...murah meriah tp bagus...,0,1,0,0,1,0,-,positif,-,-,positif,-
"Pas sesuai keinginan, kondisi barang bagus",1,1,0,0,0,0,positif,positif,-,-,-,-
Barang yang dikirim barang kw tidak sesuai dengan yg ditawarkan.. Seller Penipu tidak mau dikomplain,1,1,1,0,0,0,negatif,negatif,negatif,-,-,-
"peking baik,barang sesuai pesanan...mantaffff....",1,0,0,1,0,0,positif,-,-,positif,-,-
Barang yg sesuai kriteria n istimewa Giod Joob,1,1,0,0,0,0,positif,positif,-,-,-,-
Mantap..respont nya..biar bintang yang berbicara,0,1,1,0,0,0,-,positif,positif,-,-,-
Packing baik pengiriman cepat..,0,0,0,1,0,1,-,-,-,positif,-,positif
"Barang sudah kami terima, responya cepat dan sesuai pesanan, thx....",1,0,1,0,0,0,positif,-,positif,-,-,-
Pengiriman cepat sampai.. recommended bgt dec..peaan langsing di kirim,0,0,0,0,0,1,-,-,-,-,-,positif
Pelayan oke banget CS ramah tapi syang pket salah kirim mnta note 5a dikirim redmi biasa - jdi nunggu lama lagi bru bisa dipke tuh hp Untung cs nya baek mau retur,1,0,1,0,0,0,negatif,-,positif,-,-,-
Barang dengan harga segitu lumayan lah,0,1,0,0,1,0,-,positif,-,-,positif,-
"Sesuai dengan gambar dan deskripsi, siip",1,0,0,0,0,0,positif,-,-,-,-,-
"Sesuai deskripsi, barang ajib. Harga=kualitas",1,1,0,0,1,0,positif,positif,-,-,positif,-
"Ulasan dr Spinner fidgetnya Bahan Plastik keras, beringnya ya pake besi. Harga cukup mahal, karena lagi musim, mungkin kalo udah banyak yang pake jadi murah. Kalo jatuh gampang lecet dan gumpil, tp cukup baik. Recomended kalo mau beli. Terima Kasih sudah balas chatnya cepat",0,1,0,0,1,0,-,positif,-,-,negatif,-
saya bilang salah beli malah dikirim,1,0,1,0,0,0,negatif,-,negatif,-,-,-
Barang sesuai dengan yang diharapkan Sukses SWAT store & terima kasih Bukalapak,1,1,0,0,0,0,positif,positif,-,-,-,-
fast respon. recomended seller. trims iLoops,0,0,1,0,0,0,-,-,positif,-,-,-
Mantapp... barang sesuai harapan. Packing juga bagus. Cepet sampainya.. pokoknya recomended bangt dehhh.. mksih ya romusha,1,1,0,1,0,1,positif,positif,-,positif,-,positif
nyaman dipakai,0,1,0,0,0,0,-,positif,-,-,-,-
harga murah memang tdk menjamin kwalitas. resiko beli barang murah.,0,1,0,0,1,0,-,negatif,-,-,positif,-
Bagus.rapih,0,1,0,1,0,0,-,positif,-,positif,-,-
Mantullll pak Ekoooooo,0,1,0,0,0,0,-,positif,-,-,-,-
"Barang bagus, harga murah tapi bukan murahan. Terpercaya.",0,1,0,0,1,0,-,positif,-,-,positif,-
"Order senin sore,,rabu pagi sudah sampai...good job and recommeded.. Penjualnya juga ramah..",0,0,1,0,0,1,-,-,positif,-,-,positif
Barang sesuai deskripsi hanya saja packing kurang baik sehingga dusnya penyok. Kedepannya semoga packing bisa lebih diperhatikan. Terima kasih,1,0,0,1,0,0,positif,-,-,negatif,-,-
"Packing rapi, barang cepat sampai dan kualitas baik",0,1,0,1,0,1,-,positif,-,negatif,-,positif
Lama smp ny..warna tdk sesuai peasanan,1,0,0,0,0,1,negatif,-,-,-,-,negatif
seseuai postingan kwalitas memeuaskan,1,1,0,0,0,0,positif,positif,-,-,-,-
barang sesuai,1,0,0,0,0,0,positif,-,-,-,-,-
Mantap kak sesuai pesanan ... thx,1,0,0,0,0,0,positif,-,-,-,-,-
Barang sudah di terima dan sudah di pakai Lancar jaya no kendala semoga bisat awet dan tahan lama Sukses terus untuk Lapaknya Terima kasih..,0,1,0,0,0,0,-,positif,-,-,-,-
"Hanya saja pengiriman lambat,biasanya jnt suka cepet 1 hari sampai tp ini 3 hari huhu",0,0,0,0,0,1,-,-,-,-,-,negatif
Namun akan lebih baik bila di sertakan batrainya juga.,1,0,0,0,0,0,negatif,-,-,-,-,-
"Memang saya yg bodoh, kok mau beli sparepart dg harga mahal tapi tidak sekalian dipasangkan.",0,0,0,0,1,0,-,-,-,-,negatif,-
Barang bagus untuk saat ini,0,1,0,0,0,0,-,positif,-,-,-,-
"Bagus banget barangnya, sesuai, cepet sampe (dari Jakarta kirim ke Solo), penjualnya ramah, responnya cepet. Recommended banget deh pokoknya!",1,1,1,0,0,1,positif,positif,positif,-,-,positif
thaks gan barang sesuai pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
"Walau dikit mahal, to semua pilihan komentar memuasakan",0,0,1,0,1,0,-,-,positif,-,negatif,-
"Senternya kecil imut tapi tidak kalah terangnya, terima kasih seller & BL",0,1,0,0,0,0,-,positif,-,-,-,-
"Barang bagus, murah tapi keren",0,1,0,0,1,0,-,positif,-,-,positif,-
Recommended seller Fast respon! Adem suara nya,0,1,1,0,0,0,-,positif,positif,-,-,-
Mantapp ga salah saya berlangganan!,0,1,0,0,0,0,-,positif,-,-,-,-
"sesuai lah cukup bagus, kecil banget ????",1,1,0,0,0,0,positif,positif,-,-,-,-
"Mantabe cepat sampai l. Barang sesuai dengan deskripsi. LG dites untuk tv tuner ny mudah"" ane dapet sinyal bagus",1,0,0,0,0,1,positif,-,-,-,-,positif
Kabel ok dan lumayan baik. Sesuai dengan harganya respon chat cepat,0,1,1,0,1,0,-,positif,positif,-,positif,-
"barang bagus sesuai pesanan, ok lah",1,1,0,0,0,0,positif,positif,-,-,-,-
"harga mahal, Sony made in China, kabel Tipis jdi gak menutup kemingkinan bisa putusss .. tidak sesuai dengan harga.. terima kasih",1,1,0,0,1,0,negatif,negatif,-,-,negatif,-
"Barang sesuai display dan pesanan, pengiriman dan respon cepat.. Mantap!!",1,0,1,0,0,1,positif,-,positif,-,-,positif
barang bagus memuaskan .pengiriman tapi tidak sesuai metode pengiriman. saya pakai sicepat yang 1 hari tapi dikirim pakai JNE dan nyampai rumah lebih dari 1 hari.,0,1,0,0,0,1,-,positif,-,-,-,negatif
"Mantap, kecil tapi terang banget..........",0,1,0,0,0,0,-,positif,-,-,-,-
"Sesuai gambar, tapi kurang menempel",1,1,0,0,0,0,positif,negatif,-,-,-,-
kualitas bagus dan sesuai,1,1,0,0,0,0,positif,positif,-,-,-,-
"Packing kurang bagus, lebih baik pake kardus,,, payah adaptor ga bisa dipakai buat dinamo 12v. Abal Abal",0,1,0,1,0,0,-,negatif,-,negatif,-,-
Packingan nya rapi bgt..sampe susah buat buka..bnr2 terjamin..,0,0,0,1,0,0,-,-,-,positif,-,-
Terimakasih gan... Mantap...Terimakasih gan... Mantap...,0,1,0,0,0,0,-,positif,-,-,-,-
Barang yang dipesan tidak sesuai,1,0,0,0,0,0,negatif,-,-,-,-,-
Mantap dash charging lancar Dan cepat,0,1,0,0,0,0,-,positif,-,-,-,-
"Katanya dicek dulu sebelum dikirim, tp kok kenapa barang rusak dikirimkan, tombol gk berfungsi udh sy tekan lama tp gk mau nyala,",0,1,0,0,0,0,-,negatif,-,-,-,-
"Sesuai dengan deskripsinya, isi box komplit, kesediaan warna sebaiknya ditanyakan dulu ke penjual",1,0,1,0,0,0,negatif,-,positif,-,-,-
packing kurang aman brang penyok packing lebih kuat,0,0,0,1,0,0,-,-,-,negatif,-,-
"kualitas good sesuai dengan harga,berfungsi normal smua",0,1,0,0,1,0,-,positif,-,-,positif,-
"Bermanfaat buat berkendara pada siang dan malam hari, overall puas dengan produknya.... Harga cukup terjangkau. Terima kasih buat seller.",0,1,0,0,1,0,-,positif,-,-,positif,-
"Barang bagus, dapet dari flash deal pulaa. makasih ya",0,1,0,0,1,0,-,positif,-,-,positif,-
"Di wrist band lain suka copot sendiri, beda dengan yang ini. Dan silicon nyaaa tebal enak dipakai",0,1,0,0,0,0,-,positif,-,-,-,-
Pengiriman agak lambat padahal dr jkt ke sentul,0,0,0,0,0,1,-,-,-,-,-,negatif
pengiriman cepat dan barang sesuai..packing rapih..recommended seller ..thanks,1,0,0,1,0,1,positif,-,-,positif,-,positif
"Mantapp, presisi dengn renote 7 Untuk case lumayan melindungi kamera. TG nya Presisi & Full glue",1,0,0,0,0,0,positif,-,-,-,-,-
"Packing kurang safety, kotak jadi penyok2. Moga tidak ada yang rusak.",0,0,0,1,0,0,-,-,-,negatif,-,-
"Barang sesuai dengan pesanan,ok lah",1,1,0,0,0,0,positif,positif,-,-,-,-
Cepat sampai n barang sesuai dengan pesanan,1,0,0,0,0,1,positif,-,-,-,-,positif
sip..... barang keren pas yg di gambar makasih lapak,1,1,0,0,0,0,positif,positif,-,-,-,-
"Ok lah, pelapaknya rensponsif jga",0,0,1,0,0,0,-,-,positif,-,-,-
harga ok kualitas ok fungsi ok produk ok,0,1,0,0,1,0,-,positif,-,-,positif,-
"salah jenis barabg ,....................",1,0,0,0,0,0,negatif,-,-,-,-,-
"Lebih hati hati dalam memilih barang karna setelah beli anda tidak bisa mengganti pesanan meskipun telah berdiskusi dengan pelapak, hanya dilapak ini barang TIDAK BISA di cancel",0,0,1,0,0,0,-,-,negatif,-,-,-
berfungsi dengan baik,0,1,0,0,0,0,-,positif,-,-,-,-
"Baterai tdk mau mengisi full mentok di 62%, trus lagi asik2nya main hp tiba2 mati, bateri rusak total ngk mau nyala padahal hpnya baik2 aja waktu masih pake baterai yang lama cuman cepat lowbet",0,1,0,0,0,0,-,negatif,-,-,-,-
Padahal di chat sdh dijelaskan permntaan warnanya jwbnya siap siap Yp ternyata salah jg Dan kaca lampu cob sdh byk beset besetnya jg burek Apa mmg brg sortiran atau abal2 aja kirimnya Bilangnya aja byk orderan Kecewa sekali,1,1,0,0,0,0,negatif,negatif,-,-,-,-
Barang sesuai yg diingingkan..mantap lah,1,0,0,0,0,0,positif,-,-,-,-,-
"Barang rusak! Di cas berjam"" tapi tidak mengisi... Tombol on / off nya tidak berfungsi... Kecewa, kenapa ga di coba dulu sebelum di kirim ? Not recomend seller",0,1,0,0,0,0,-,negatif,-,-,-,-
"Barang sesuai, packing bagus, pengiriman cepat, respin juga cepat. Mantap mas bro...",1,0,1,1,0,1,positif,-,positif,positif,-,positif
Respon cepat pengiriman cepat bintang 5 barang nya,0,1,1,0,0,1,-,positif,positif,-,-,positif
"Packing kurang baik, saya minta warna biru dikirim warna putih, dan earphone nya mati sebelah. meskipun harga flash deal tpi saya berharap earphone ini menyala dgn baik.",1,1,0,1,0,0,negatif,negatif,-,negatif,-,-
Jgn mau beliiiii nyeselllll barang rusak kok di jual.,0,1,0,0,0,0,-,negatif,-,-,-,-
"Packing dan pengiriman cepat, barang sesuai yang dipesan.",1,0,0,1,0,1,positif,-,-,positif,-,positif
"Barang rusak, jangan dibeli, sudah complin chat dengan pelapak suruh cobain terus, ya sampai kiamat gak bakalan berfungsi.ilang dah uangnya, ya lumayan buat ganjel meja biar gak miring",0,1,0,0,0,0,-,negatif,-,-,-,-
"pairing cepat, mudah penggunaanya, sayangnya fungsi telp tidak bisa, setiap menekan tombol phone pd waktu ada panggilan, hp langsung mati.. Namun akan lebih baik apabila kualitas bahan lebih kuat, kulitas audio kurang",0,1,0,0,0,0,-,negatif,-,-,-,-
Barang dengan harga segitu lumayan lah,0,1,0,0,1,0,-,positif,-,-,positif,-
"Barang sesuai gambar, smuanya pass pada hpnya",1,0,0,0,0,0,positif,-,-,-,-,-
"harganya murah, tp kualitasnya ok, lampunya terang.... mantap",0,1,0,0,1,0,-,positif,-,-,positif,-
Good seller...,0,0,1,0,0,0,-,-,positif,-,-,-
"Barang rusak dikirim,tolong dikoreksi kalau mau kirim barang Admin juga ngak beres tak minta alamat mau tak kirim balik nggak di kasih nggak dikasih",0,1,1,0,0,0,-,negatif,negatif,-,-,-
Sesuai dengan pesanan..... Bagus,1,1,0,0,0,0,positif,positif,-,-,-,-
"Barang sudah diterima dan sudah dicoba, tp kenapa charging tdk sampai 100%, hanya sampai 89%",0,1,0,0,0,0,-,negatif,-,-,-,-
warna tidak sesuai pesanan. saat kipas dinyalakan mengeluarkan bunyi berisik.mau saya retur males ribetnya dan ga mau mengeluarkan uang pengiriman retur.,1,0,0,0,0,0,negatif,-,-,-,-,-
Berfungsi dengan baik dan pecking bagus,0,1,0,1,0,0,-,positif,-,positif,-,-
Barang bagus sesuai pesanan...mantap,1,1,0,0,0,0,positif,positif,-,-,-,-
Did / bungkus kl169 isinya kc169,1,0,0,0,0,0,negatif,-,-,-,-,-
"Respon cepat, packing rapi... Tapi warna barang tidak sesuai dengan pesanan...",1,0,1,1,0,0,negatif,-,positif,positif,-,-
Barang lama sampai,0,0,0,0,0,1,-,-,-,-,-,negatif
biaya pengiriman lebih mahal dari barang..berat barang tidak sesuai...,1,0,0,0,1,1,negatif,-,-,-,negatif,negatif
Baterai sesuai pesanan. Cuma agak lbh besar sedikit dibandingkan yg asli bawaan pabrik. jd masuk keluarnya agak sedikit susah (sedikit dipaksa) tp masih bs fit ke laptop dan berfungsi. sejauh ini secara fungsi baik. Seller fast respon dan informatif. Thank you,1,0,1,0,0,0,negatif,-,positif,-,-,-
barang sesuai pesanan dan proses pengiriman sesuai dengan masa yg di janjikan,1,0,0,0,0,1,positif,-,-,-,-,positif
Barang sesuai pesanan dan cepat sampainya,1,0,0,0,0,1,positif,-,-,-,-,positif
"barang dan packaging ok, hanya warna beda",1,1,0,1,0,0,negatif,positif,-,positif,-,-
Barang udah landing dengan aman dan di bungkus rapih....,0,0,0,1,0,0,-,-,-,positif,-,-
Mantaps,0,1,0,0,0,0,-,positif,-,-,-,-
"Barang rusak..sama sekali gk bisa dipakai, tidak dipastikan reseller sblm kirim..mau kembalikan ongkir ditanggung pembeli.. Saya kapok belanja di buka lapak.. Mending di lazada.. Return gk dibebeni ongkir..",0,1,0,0,0,0,-,negatif,-,-,-,-
"Lembut dipegang, pas di tangan",0,1,0,0,0,0,-,positif,-,-,-,-
"sipp,, sesuai deskripsi + box pula ,",1,0,0,1,0,0,positif,-,-,positif,-,-
barang tidak sesuai warna yang di gambar.. setelah pesan yang datang putih silver bukan gold.,1,0,0,0,0,0,negatif,-,-,-,-,-
"Barang ori Mantap ,cepat sampai",0,1,0,0,0,1,-,positif,-,-,-,positif
"sesuai dengan pesanan, packing jg bangus",1,0,0,1,0,0,positif,-,-,positif,-,-
ok...mantab plus temper glas jd 1 paket yg pas,0,1,0,0,0,0,-,positif,-,-,-,-
Barang sesuai dengan deskripsi dan harga terbaik. Hanya saja packing kurang memadai karena tidak ditambah dus atau kotak sehingga dus asli langsung di bubble wrap mengakibatkan adanya penyok sedikit.,1,0,0,1,1,0,positif,-,-,negatif,positif,-
"sesuai harga, jos pokoknya,,,,,,,",0,0,0,0,1,0,-,-,-,-,positif,-
"respon lambat, beli yang ada double tapenya tapi dikirim yang tidak ada double tape",1,0,1,0,0,0,negatif,-,negatif,-,-,-
Packing rapih tdk mengecewakan.....,0,0,0,1,0,0,-,-,-,positif,-,-
Barang nyaantap... Sesuai dengan gambar...,1,1,0,0,0,0,positif,positif,-,-,-,-
sesuai dengan harganya Namun akan lebih baik apabila kiriman lebih cepat,0,0,0,0,1,1,-,-,-,-,positif,negatif
battry mungkin tahan lama sebaiknya ada buku panduannya,1,0,0,0,0,0,negatif,-,-,-,-,-
"BATTERAI nggak Original ,, NYESEL BELI DISINI, RESPON LAMBAT : masih nanya2 aja balasnya cepet, giliran sudah dibayar balasnya LAMA. BINTANG 1 BUAT TOKO INI TIDAK AKAN BERUBAH.",1,1,1,0,0,0,negatif,negatif,negatif,-,-,-
"Barang cepat sampai, sesuai deskripsi, seller recomended..",1,0,0,0,0,1,positif,-,-,-,-,positif
Barang sesuai pesenan ..top bgt,1,0,0,0,0,0,positif,-,-,-,-,-
saya dapet barang rusak/refubrish mungkin.. baterai g kedetect sama sekali.. saya udh coba menghubungi pelapak untuk berniat baik selama kurang lebih 2 minggu tapi g ditanggapi.. sayang sekali reputasimu yg baik aslinya busukk.. selamat menikmati uang haram..,0,1,0,0,0,0,-,negatif,-,-,-,-
"Recommended untuk yang ingin hasil foto nya bagus di jaman now gtu, disamping seller nya juga cepet tanggap kita jadinya enak",0,1,1,0,0,0,-,positif,positif,-,-,-
Respon lambat sampe juga lama tgl pembayaran tgl 8 baru d kirim tgl 11 barang pesanan sampe tgl 13...,0,0,1,0,0,1,-,-,negatif,-,-,negatif
"packing nya rapi bgt saya suka sering belanja onlina barubkali ini packing bgus nyakaya ingin,barang sesuai pesan an bagus",1,1,0,1,0,0,positif,positif,-,positif,-,-
Barang Sesuai Pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
"barang sudah di terima, tapi warna nya tidak sesuai dengan yg diminta...",1,0,0,0,0,0,negatif,-,-,-,-,-
bagus brg sesuai psnan,1,1,0,0,0,0,positif,positif,-,-,-,-
Barang sesuai pesanan dan packing rapi... Sukses trus...,1,0,0,1,0,0,positif,-,-,positif,-,-
"Respon penjual bagus, barang cepat sampai, semoga awet ????",0,0,1,0,0,1,-,-,positif,-,-,positif
pengiriman cepat tp barang rusak Namun akan lebih baik apabila respon nya cepat,0,1,0,0,0,1,-,negatif,-,-,-,positif
Kurang puas headset tidak stereo,0,1,0,0,0,0,-,negatif,-,-,-,-
Perekatnya gk nyatu jadi gk plek,0,1,0,0,0,0,-,negatif,-,-,-,-
sesuai barang,1,0,0,0,0,0,positif,-,-,-,-,-
Barang yang di pesan tidak sesuai pesanan,1,0,0,0,0,0,negatif,-,-,-,-,-
Paking bagus proses cepat dan pelayanan pun memuaskan,0,0,1,1,0,0,-,-,positif,positif,-,-
tidak sesuai gambar Namun akan lebih baik apabila sesuai pesanan,1,0,0,0,0,0,negatif,-,-,-,-,-
"Pesan semalam barang pagi sudah sampai ,pengiriman cepat barang bagus mantap",0,1,0,0,0,1,-,positif,-,-,-,positif
"Sebelum order saya sudah pastikan ke penjual ketersediaan stock 5pcs warna hitam, langsung saya order, setelah order lu saya pastikan lg 5pcs semua warna hitam, dan ternyata yg datang 2 hitam, 2 biru dan 1 pink. Saya sangat kecewa dgn penjual ini",1,1,1,0,0,0,negatif,negatif,negatif,-,-,-
bungkusan rapi...,0,0,0,1,0,0,-,-,-,positif,-,-
"Keren dan sdh jadi smart tv. Stp sayang setelah 5 bulan terpasang walaupun hanya digunakan sekali kali, alat sdh tidak berfungsi alias rusak. Barang murahan Dan kualitas jelek....maaf tidak dianjurkan utk dibeli....",0,1,0,0,0,0,-,negatif,-,-,-,-
"Untuk cahayanya terang, tapi belum teruji ketahanannya. Semoga awet. Dengan harga segitu sangat sesuai..",0,1,0,0,1,0,-,positif,-,-,positif,-
Barang pas saya cek ternyata bolong kaya gni,0,1,0,0,0,0,-,negatif,-,-,-,-
pelayanan cepat,0,0,1,0,0,0,-,-,positif,-,-,-
Barang sesuaiii and fast respon,1,0,1,0,0,0,positif,-,positif,-,-,-
"Rekspon chat cepat,barang cepat datang",0,0,1,0,0,1,-,-,positif,-,-,positif
jangan ragu lagi ambil sini bos.. pengiriman cepat amat broo,0,0,0,0,0,1,-,-,-,-,-,positif
"Barang sudah saya terima sore ini, saya check bagus dan sesuai dengan pesanan",1,1,0,0,0,0,positif,positif,-,-,-,-
Barangnya keren gan gak rugi belanja di sini,0,1,0,0,0,0,-,positif,-,-,-,-
barang cepet sampe orangnya ramah bgt,0,0,1,0,0,1,-,-,positif,-,-,positif
"Barangnya sesuai pesanan pokoknya bagus banget, nyala terang",1,1,0,0,0,0,positif,positif,-,-,-,-
Packing rapih barang bagus terima kasih,0,1,0,1,0,0,-,positif,-,positif,-,-
"senter fungsi normal, cuma batere mslh kok lebih enteng dr batere ultra lain berasa kopong isi baterenya dan koclak klo di goyang2 baterenya('_')",1,1,0,0,0,0,negatif,positif,-,-,-,-
Barangnya original pengisian sampe 3 kali full hp keren lah nih pawerbank sukses selalu bos,0,1,0,0,0,0,-,positif,-,-,-,-
Tidak sesuai Pictnya Tidak bisa ke pake,1,0,0,0,0,0,negatif,-,-,-,-,-
Mantap cepet datangnya... Brg blm di coba..,0,1,0,0,0,1,-,positif,-,-,-,positif
ok...barang sesuai spec di gbr...kerenz...walaupn pelapak slow respon di inbox...,1,1,1,0,0,0,positif,positif,negatif,-,-,-
proses pengiriman yg super kilat.. semoga barangnya awet.. tidak ada.. semua sudah bagus..,0,0,0,0,0,1,-,-,-,-,-,positif
Barang bagus sesuai pesanan...,1,1,0,0,0,0,positif,positif,-,-,-,-
"Mahal sedikit ga apa asal barang berkualitas, dan yg paling penting rodanya smooooooth.",0,1,0,0,1,0,-,positif,-,-,negatif,-
"Sesuai pesanan,semoga kualitas barang nya juga baik...sukses buat pelapak...puas",1,0,0,0,0,0,positif,-,-,-,-,-
Senter mungil yg pasti berguna di saat mati lampu atau lg berburu belut di sawah,0,1,0,0,0,0,-,positif,-,-,-,-
Fast responnn gannn,0,0,1,0,0,0,-,-,positif,-,-,-
Sesuai hargalah ya bahannya. Mudah2an awet :),0,0,0,0,1,0,-,-,-,-,positif,-
"Respon penjual cepat + ramah, barang sesuai pesanan. Recommended seller",1,0,1,0,0,0,positif,-,positif,-,-,-
Good sesuai pesanan yg dikirim ya terimakasih atas kerjasama nya,1,1,0,0,0,0,positif,positif,-,-,-,-
murah Namun akan lebih baik apabila kualitas lebih dipantaskan,0,1,0,0,1,0,-,negatif,-,-,positif,-
"Barang tidak sesuai dengan yang di foto, kualitas mengecewakan.",1,1,0,0,0,0,negatif,negatif,-,-,-,-
pengiriman cepat barang sesuai,1,0,0,0,0,1,positif,-,-,-,-,positif
"Bisa di pake, bagus ntap soul lah",0,1,0,0,0,0,-,positif,-,-,-,-
Bagus barangnya TRIms pelapak n Bukalapak atas flash deal ny,0,1,0,0,1,0,-,positif,-,-,positif,-
"Packing rapih, komunikatif dan respon nya cepat... Mantap, sukses selalu",0,0,1,1,0,0,-,-,positif,positif,-,-
lumayan lah Namun akan lebih baik apabila cepat sampai,0,1,0,0,0,1,-,positif,-,-,-,negatif
"Warna tisak sesuai pesanan, case bagus",1,1,0,0,0,0,negatif,positif,-,-,-,-
Mantap.. barang sesuai dan response cepat,1,0,1,0,0,0,positif,-,positif,-,-,-
Fast respon..,0,0,1,0,0,0,-,-,positif,-,-,-
murah Namun akan lebih baik apabila pelayanan lbh baik dlm hal ini pengiriman,0,0,1,0,1,1,-,-,negatif,-,positif,negatif
"Enak mijetnya, hangat. Sizenya mungil dan ringan, cocok dibawa traveling. Respon penjual sigap banget. Pesan langsung kirim, langsung sampai!",0,1,1,0,0,1,-,positif,positif,-,-,positif
Barang cepet sampai .packing cukup aman....barang sesuai bergaransi lagi..... pesanan .....sukses selalu pelapak..... Semoga awet,1,0,0,1,0,1,positif,-,-,positif,-,positif
"Barang bagus sesuai pesanan,cuma harga tiba2 berubah ketika akan dilakukan pembayaran.G trllu memperhatikan total hrg juga si...jadi harga normal.",0,1,0,0,1,0,-,positif,-,-,negatif,-
persis kayak ORI. semoga kemampuan ny pun seperti yg adaptor original . thanks B Market,0,1,0,0,0,0,-,positif,-,-,-,-
"batang sesuai pesanan, recomend bnget",1,0,0,0,0,0,positif,-,-,-,-,-
Mantap... Barang sesuai dengan pesanan dengan kualitas baik,1,1,0,0,0,0,positif,positif,-,-,-,-
keren barang berfungsi smua. mantaplah,0,1,0,0,0,0,-,positif,-,-,-,-
Barang sesuai pesanan keren kaliii,1,1,0,0,0,0,positif,positif,-,-,-,-
"Micro SD ini terbaca di Handphone Merk Samsung, tidak sesuai iklan merk Sandisk. Apa ini merk Samsung yg rekondisi jadi Sandisk ?",1,1,0,0,0,0,negatif,negatif,-,-,-,-
Sesuai deskripsi dan gambar......................,1,0,0,0,0,0,positif,-,-,-,-,-
Produk ini akan sangat berguna utk hobi sy mancing pada malam hari.,0,1,0,0,0,0,-,positif,-,-,-,-
Harga masih terlalu mahal Kualitas lumayan Fungsinya kurang baik Produk terlalu ribet tdk sesuai pesanan pesan hijau yg dikirim hitam ????,1,1,0,0,1,0,negatif,positif,-,-,negatif,-
Nggk berfungsi,0,1,0,0,0,0,-,negatif,-,-,-,-
Cakep sesuai dng gambar Semoga awet tanks bukalapak,1,1,0,0,0,0,positif,positif,-,-,-,-
"Barang bagus, sesuai deskripsi, pengiriman cepat banget, harga paling terjangkau, overall, puas banget, recommended seller ????????",1,1,0,0,1,1,positif,positif,-,-,positif,positif
"Barang cepat sampai, ori (?), biasa nya charge 2 stngh - 3 jam skrng hanya sejam",0,1,0,0,0,1,-,positif,-,-,-,positif
"Baru buka, isi baterei baru juga.. ehh gak nyala, gak fungsi, payah.. ganti rugi lahh",0,1,0,0,0,0,-,negatif,-,-,-,-
Pengiriman via grab di censel terus laporan pelapak. Saya minta sulusi sama pelapak akhir nya bagus respon . Order gojek di luar Bukalapak. Aturan bisa dong bila grab censel terus minta pindah gojek . Ada di caht bukti nya . Tolong perbaiki lagi pelayanan aplikator buka lapak makasih .,0,0,1,0,0,1,-,-,negatif,-,-,negatif
Bass nya kerasa cuman agak kurang sip dikit.. so far oke untuk harga segitu..,0,1,0,0,1,0,-,positif,-,-,positif,-
"Wanjay....!! ini seller ampun dah, responsenya cepet trus pengiriman barang juga cepet, banyakin barang jualannya gan, ane bakal sering mampir nih ke lapak ente, thanks gojap",0,0,1,0,0,1,-,-,positif,-,-,positif
"Brgnya ga sesuai foto. Difoto ada 3 slot, aslinya cuma 1. Baiknya dikasih juga foto aslinya kaya gmn. Soalnya kayanya emang dr produsennya yg ga sesuai.",1,0,0,0,0,0,negatif,-,-,-,-,-
3 jam dr transaksii.....brg sdh smp....TOP BANGET,0,0,0,0,0,1,-,-,-,-,-,positif
Bagus multi fungsi semoga awet,0,1,0,0,0,0,-,positif,-,-,-,-
"Semua tombol berfungsi, recommended",0,1,0,0,0,0,-,positif,-,-,-,-
"Barang bagus. Sesuai dengan hp. , seperti ngk pakai case. Sangat tipis namun kuat dan elegan. Tidak meninggalkan bekas sidik jari saat di genggaman. Tetapi akan lebih baik kalau harganya bisa sedikit lebih murah. Saya pasti beli lagi. Karena barangnya bagus.",1,1,0,0,1,0,positif,positif,-,-,negatif,-
Suara pelan sebelah.. Brg jelek,0,1,0,0,0,0,-,negatif,-,-,-,-
"Charger gak berfungsi dengan baik dan bentuk fisik barangnya terlihat berkualitas buruk Namun akan lebih baik apabila kondisi barang dijelaskan sesuai keadaan, bukannya membohongi konsumen",0,1,0,0,0,0,-,negatif,-,-,-,-
"Ukuran nya bener2 mini, saya kira ukurannya gk sekecil ini dan menggunakan battery 18650 bkn yg AA.. tp gpp terimakasih agan..",1,0,0,0,0,0,negatif,-,-,-,-,-
Barang dah nyampe brg oke barang sesui mksh bukalapak susek terus buat pelapak y juga mantap,1,1,0,0,0,0,positif,positif,-,-,-,-
"Barang bagus bos, sesuai pesanan..",1,1,0,0,0,0,positif,positif,-,-,-,-
boros bgt jika dipake sebagai powerbank.. Namun akan lebih baik apabila diberi tahu kekurangannya atau di jelaskan dalam Spek untuk kekurangannya.,0,1,0,0,0,0,-,negatif,-,-,-,-
sesuai foto,1,0,0,0,0,0,positif,-,-,-,-,-
"Packing kurang baik, barang rawan rusak. Tapi its ok",0,0,0,1,0,0,-,-,-,negatif,-,-
